,,12/31/24,Outbound Calls,,,,,Inbound Calls,,,,,Revenue,,,,,,,,,,,CAC,,,,Single Jobs,,,,,,,,,,,,,,GBA,,,,,,,SOLD ESTIMATES,,,MANPOWER,,,,,,SOLD HOURS,,,,,,,,,,,,,,,SJ<$100,,,,,,,Recalls,,,,,,,SJ Repair %,,,,,,,SJ Repair Avg$$,,,,,,,Opportunity TO %,,,,,,,TO Conversion %,,,,,,,Conversion $AVG,,,,,,,SJ MKTEstimates,,,,,,SJ MKTE Conv %,,,,,,,SJ MKTE Conv $,,,,,,,Airflow PRJ MIX %,,,,,,,AF PRJ AVG $,,,,,,Equip MIX %,,,,,,,Equip AVG $,,,,,,,SVC PRJ %,,,,,,,SVC PRJ AVG $,,,,,,,Tech Count,,,,,Sales Tech Count,,,,,Installers Count,,,,,Techs Term,,,,,Sales Techs Term,,,,,Installer Term,,,,,Clubs,,,,,NPS,,,,
4556601.BAKERSFIELD HVAC AOR,10/01/24,01.BAKERSFIELD HVAC AOR,,,,,,,,,,,"$62,487",66.4%,"$407,056",183.7%,"$4,777","$16,363",,"$448,403","$469,543","$469,543",211.9%,"$28,173",44,1409,10.6%,20,2000.0%,20,0,2,370,370,270.1%,372,86,306,392,392,276.1%,"$3,124","$1,094",$56,$53,"$1,198","$1,198",76.8%,"$559,589","$559,589",206.3%,392,4,16,0,51,2,28.4,,287.2,$73.60,53.8,$631.78,44.4,$765.34,779.8,$531.50,729.3,$568.25,861.9,,,16,347,,79,284,,363,0,36,,36,,,36,20.00%,6.45%,,8.14%,6.86%,,7.14%,$894.96,$669.37,,$636.84,$720.74,,$700.49,135.00%,77.15%,,34.88%,92.81%,,80.10%,14.81%,12.89%,13.06%,26.67%,11.62%,,13.06%,"$15,712.50","$10,409.00","$10,926.41","$7,877.50","$11,665.55",,"$10,926.41",,,,,,,,,,,,,,,,,,,,,98.29%,87.30%,88.73%,,,,,"$8,196.43","$9,202.65","$9,042.57",,,,0.00%,4.25%,3.70%,,,,3.70%,,"$5,524.00","$5,524.00",,,,"$5,524.00",0.22%,7.35%,7.57%,,,,7.57%,"$1,000.00","$2,746.50","$2,612.15",,,,"$2,612.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556601.BAKERSFIELD HVAC MKT,10/01/24,01.BAKERSFIELD HVAC MKT,,,,,,,,,,,$0,0.0%,"$54,147",84.0%,$0,$0,$0,"$54,147","$54,147","$54,147",41.9%,"$3,249",,0,0.0%,0,0.0%,0,0,0,1,1,33.3%,1,1,,1,1,6.7%,$0,"$5,415",$0,,"$3,868","$3,868",143.7%,$0,$0,0.0%,14,0,3,0,14,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,1,,1,,,1,0,0,,0,,,0,,0.00%,,0.00%,,,0.00%,,,,,,,,,900.00%,,400.00%,,,1000.00%,0.00%,61.11%,20.00%,50.00%,0.00%,,20.00%,,"$8,271.50","$8,271.50","$8,271.50",,,"$8,271.50",4,9,13,13,13,39.4%,0.00%,22.22%,15.38%,,,15.38%,15.38%,$0.00,"$6,586.33",,,,"$29,638.50","$29,638.50",,95.11%,95.11%,,,,,,"$10,299.80","$10,299.80",,,,,0.00%,0.00%,,,,0.00%,,,,,,,,,4.89%,4.89%,,,,4.89%,,$882.50,$882.50,,,,$882.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556602.FRESNO HVAC AOR,10/01/24,02.FRESNO HVAC AOR,,,,,,,,,,,"$36,801",671.8%,"$139,179",237.2%,$865,$545,,"$174,570","$175,980","$175,980",274.3%,"$10,559",42,880,182.9%,12,150.0%,12,0,0,185,185,220.2%,185,70,127,197,197,211.8%,"$3,067",$752,$12,$4,$893,$893,129.5%,"$224,187","$224,187",414.4%,197,2,3,0,28,1,15.3,,90.6,$15.56,15.0,$495.07,22.3,$333.45,416.5,$401.30,355.8,$469.74,446.8,,,10,181,,67,124,,191,0,23,,23,,,23,16.67%,2.16%,,4.29%,2.36%,,3.05%,$189.00,$941.75,,$222.33,"$1,159.33",,$690.83,75.00%,58.92%,,30.00%,76.38%,,59.90%,11.11%,11.01%,11.02%,23.81%,8.25%,,11.02%,"$36,324.00","$11,238.92","$13,168.54","$13,456.60","$12,988.50",,"$13,168.54",,,,,,,,,,,,,,,,,,,,,100.00%,93.91%,95.17%,,,,,"$12,108.00","$6,490.98","$7,223.63",,,,,0.72%,0.57%,,,,0.57%,,"$1,000.00","$1,000.00",,,,"$1,000.00",,4.25%,4.25%,,,,4.25%,,"$2,475.33","$2,475.33",,,,"$2,475.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556602.FRESNO HVAC MKT,10/01/24,02.FRESNO HVAC MKT,,,,,,,,,,,"$23,226",29.5%,"$77,981",252.4%,$15,$0,$0,"$101,193","$101,207","$101,207",92.3%,"$6,072",31,759,34.6%,8,266.7%,8,0,0,10,10,142.9%,10,15,3,18,18,180.0%,"$1,452","$4,332",$1,$0,"$2,977","$2,977",171.0%,"$67,541","$67,541",77.9%,34,0,5,0,25,1,0.0,,5.9,$2.55,,,,,135.0,$720.69,86.5,"$1,125.16",135.0,,,8,10,,15,3,,18,0,0,,0,,,0,0.00%,0.00%,,0.00%,0.00%,,0.00%,,,,,,,,87.50%,130.00%,,66.67%,333.33%,,111.11%,6.67%,52.38%,15.00%,20.00%,10.00%,,15.00%,,"$15,217.00","$15,217.00","$11,900.00","$21,851.00",,"$15,217.00",8,8,16,16,16,30.2%,12.50%,12.50%,12.50%,,,12.50%,12.50%,"$4,000.00","$2,826.00",,,,"$27,304.00","$27,304.00",100.00%,40.61%,54.24%,,,,,"$11,613.00","$10,552.83","$10,976.90",,,,,54.39%,41.91%,,,,41.91%,,"$10,602.00","$10,602.00",,,,"$10,602.00",,3.85%,3.85%,,,,3.85%,,"$1,950.00","$1,950.00",,,,"$1,950.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556603.VISALIA HVAC AOR,10/01/24,03.VISALIA HVAC AOR,,,,,,,,,,,"$4,688",21.1%,"$233,028",166.2%,"$2,679",$261,,"$234,776","$237,716","$237,716",146.4%,"$14,263",5,951,146.4%,15,100.0%,15,0,0,119,119,51.5%,119,32,102,134,134,46.2%,$313,"$1,958",$84,$3,"$1,774","$1,774",316.8%,"$242,983","$242,983",92.8%,134,1,10,0,28,1,10.8,,57.1,$51.53,64.0,$262.42,31.1,$539.51,461.3,$472.59,368.4,$591.68,536.0,,,13,117,,30,100,,130,0,8,,8,,,8,6.67%,0.84%,,3.13%,0.98%,,1.49%,$67.00,"$1,300.00",,"$1,300.00",$67.00,,$683.50,40.00%,74.79%,,21.88%,86.27%,,70.90%,0.00%,20.22%,18.95%,42.86%,17.05%,,18.95%,,"$12,122.58","$12,122.58","$8,641.50","$12,818.80",,"$12,122.58",,,,,,,,,,,,,,,,,,,,,0.00%,81.58%,80.03%,,,,,,"$7,828.35","$7,828.35",,,,0.00%,13.07%,12.82%,,,,12.82%,,"$15,050.00","$15,050.00",,,,"$15,050.00",1.91%,5.25%,7.15%,,,,7.15%,"$4,475.00","$1,540.00","$1,866.11",,,,"$1,866.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556603.VISALIA HVAC MKT,10/01/24,03.VISALIA HVAC MKT,,,,,,,,,,,"$51,019",173.9%,"$17,280",56.5%,$0,$0,$0,"$68,299","$68,299","$68,299",114.0%,"$4,098",37,1366,152.0%,3,75.0%,3,0,0,5,5,125.0%,5,3,5,8,8,100.0%,"$7,288","$2,880",$0,$0,"$5,254","$5,254",236.7%,"$47,295","$47,295",126.3%,13,0,3,0,12,1,0.0,,0.0,,,,,,66.0,$922.61,37.6,"$1,617.75",66.0,,,3,5,,3,5,,8,0,0,,0,,,0,0.00%,0.00%,,0.00%,0.00%,,0.00%,,,,,,,,0.00%,40.00%,,33.33%,20.00%,,25.00%,,66.67%,50.00%,0.00%,100.00%,,50.00%,,"$7,455.00","$7,455.00",,"$7,455.00",,"$7,455.00",4,1,5,5,5,26.3%,50.00%,0.00%,40.00%,,,40.00%,40.00%,"$11,823.75",$0.00,,,,"$23,647.50","$23,647.50",58.80%,78.69%,63.83%,,,,,"$15,000.00","$6,798.50","$10,899.25",,,,33.90%,0.00%,25.32%,,,,25.32%,"$17,295.00",,"$17,295.00",,,,"$17,295.00",5.45%,5.39%,10.84%,,,,10.84%,"$3,724.00","$1,841.50","$2,469.00",,,,"$2,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556604.PASO HVAC AOR,10/01/24,04.PASO HVAC AOR,,,,,,,,,,,$477,8.6%,"$11,469",6.5%,$773,$711,,"$10,462","$11,946","$11,946",6.8%,$717,4,119,6.8%,6,100.0%,6,0,0,57,57,54.3%,57,17,46,63,63,55.8%,$80,$201,$45,$15,$190,$190,12.1%,"$25,266","$25,266",13.8%,63,1,,0,1,0,1.3,,34.7,$42.75,0.5,$0.00,0.8,$0.00,12.0,$871.83,12.1,$863.20,13.8,,,5,53,,15,43,,58,0,1,,1,,,1,16.67%,7.02%,,11.76%,6.52%,,7.94%,$378.00,$250.25,,$334.00,$237.00,,$275.80,50.00%,19.30%,,41.18%,15.22%,,22.22%,33.33%,0.00%,7.14%,14.29%,0.00%,,7.14%,"$24,598.00",,"$24,598.00","$24,598.00",,,"$24,598.00",,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,,,,,,"$10,462.00","$10,462.00",,,,,,0.00%,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556604.PASO HVAC MKT,10/01/24,04.PASO HVAC MKT,,,,,,,,,,,$0,0.0%,$189,0.3%,$0,$0,,$189,$189,$189,0.2%,$11,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,1,0,1,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,,,0.00%,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,0.00%,0.00%,,,,,,,,,,,,0.00%,0.00%,,,,0.00%,,,,,,,,,100.00%,100.00%,,,,100.00%,,$189.00,$189.00,,,,$189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556605.SALINAS HVAC AOR,10/01/24,05.SALINAS HVAC AOR,,,,,,,,,,,$144,18.1%,"$112,759",1135.8%,$144,"$1,122",,"$111,637","$112,903","$112,903",1116.1%,"$6,774",0,1129,558.1%,6,200.0%,6,0,0,41,41,105.1%,41,5,42,47,47,111.9%,$24,"$2,750",$29,$27,"$2,402","$2,402",997.4%,"$82,152","$82,152",229.4%,47,1,,0,12,1,1.0,,23.7,$53.35,,,,,167.0,$668.49,152.2,$733.63,168.0,,,5,38,,4,39,,43,0,0,,0,,,0,16.67%,7.32%,,20.00%,7.14%,,8.51%,$144.00,$369.00,,$144.00,$369.00,,$312.75,50.00%,53.66%,,80.00%,50.00%,,53.19%,0.00%,18.18%,16.00%,50.00%,9.52%,,16.00%,,"$20,538.00","$20,538.00","$20,777.50","$20,298.50",,"$20,538.00",,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,,,,,,"$10,148.82","$10,148.82",,,,,,0.00%,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556605.SALINAS HVAC MKT,10/01/24,05.SALINAS HVAC MKT,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,$0,,$0,$0,0.0%,$0,,0,,0,,0,0,0,0,0,,0,,,0,0,,$0,$0,,,$0,$0,0.0%,$0,$0,0.0%,5,0,,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,60.00%,0.00%,0.00%,0.00%,,0.00%,,,,,,,,2,3,5,5,5,100.0%,0.00%,0.00%,0.00%,,,0.00%,0.00%,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566ADMIN,10/01/24,ADMIN,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,,$0,$0,,0,0,,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45566,10/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553601.BAKERSFIELD HVAC AOR,09/01/24,01.BAKERSFIELD HVAC AOR,,,,,,,,,,,"$60,606",133.7%,"$295,715",100.6%,"$9,125","$30,720",,"$316,477","$356,321","$356,321",105.0%,"$21,379",68,891,30.6%,24,342.9%,24,0,0,275,275,110.0%,275,86,213,299,299,115.4%,"$2,525","$1,075",$106,$144,"$1,192","$1,192",91.0%,"$372,092","$372,092",73.5%,299,3,15,0,48,2,50.0,,320.3,$124.41,38.0,$433.95,48.6,$339.58,540.0,$555.51,554.8,$540.69,628.0,,,20,244,,76,188,,264,0,27,,27,,,27,16.67%,10.55%,,10.47%,11.27%,,11.04%,$230.55,$889.02,,$719.30,$851.55,,$813.76,70.83%,59.64%,,53.49%,63.38%,,60.54%,17.65%,12.80%,13.26%,17.39%,11.85%,,13.26%,"$21,739.00","$11,981.29","$13,201.00","$10,019.25","$14,791.88",,"$13,201.00",,,,,,,,,,,,,,,,,,,,,73.60%,87.45%,84.88%,,,,,"$10,804.25","$8,050.25","$8,394.50",,,,26.40%,6.15%,9.91%,,,,9.91%,"$7,750.50","$7,931.00","$7,840.75",,,,"$7,840.75",,5.21%,5.21%,,,,5.21%,,"$1,832.22","$1,832.22",,,,"$1,832.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553601.BAKERSFIELD HVAC MKT,09/01/24,01.BAKERSFIELD HVAC MKT,,,,,,,,,,,$0,0.0%,"$33,736",72.2%,$0,$0,$0,"$33,736","$33,736","$33,736",24.2%,"$2,024",,0,0.0%,0,0.0%,0,0,0,4,4,66.7%,4,,4,4,4,36.4%,$0,"$4,217",,$0,"$3,748","$3,748",91.4%,$0,$0,0.0%,9,0,7,0,11,0,0.0,,2.4,$0.00,,,,,23.0,"$1,373.74",45.7,$691.68,23.0,,,0,4,,,4,,4,0,0,,,,,,,0.00%,,,0.00%,,0.00%,,,,,,,,,200.00%,,,100.00%,,200.00%,,50.00%,25.00%,25.00%,25.00%,,25.00%,,"$16,549.00","$16,549.00","$11,698.00","$21,400.00",,"$16,549.00",1,4,5,5,5,21.7%,0.00%,0.00%,0.00%,,,0.00%,0.00%,$0.00,$0.00,,,,,,,93.66%,93.66%,,,,,,"$6,319.20","$6,319.20",,,,,0.00%,0.00%,,,,0.00%,,,,,,,,,6.34%,6.34%,,,,6.34%,,$535.00,$535.00,,,,$535.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553602.FRESNO HVAC AOR,09/01/24,02.FRESNO HVAC AOR,,,,,,,,,,,$236,0.7%,"$211,847",164.3%,"$3,034","$6,745",,"$202,304","$212,083","$212,083",128.8%,"$12,725",0,979,79.3%,13,162.5%,13,0,3,189,189,111.2%,192,55,150,205,205,112.6%,$18,"$1,103",$55,$45,"$1,035","$1,035",114.4%,"$181,682","$181,682",166.9%,205,2,6,0,27,1,14.5,,204.5,$47.83,32.8,$238.56,21.3,$367.67,372.3,$522.47,328.1,$592.71,419.5,,,13,178,,51,140,,191,0,22,,22,,,22,0.00%,7.29%,,7.27%,6.67%,,6.83%,,$712.93,,$816.50,$671.50,,$712.93,69.23%,61.98%,,30.91%,74.00%,,62.44%,0.00%,12.61%,11.72%,23.53%,9.91%,,11.72%,,"$9,362.73","$9,362.73","$6,004.50","$10,583.91",,"$9,362.73",,,,,,,,,,,,,,,,,,,,,,92.36%,92.36%,,,,,,"$9,342.50","$9,342.50",,,,,3.78%,3.78%,,,,3.78%,,"$7,641.00","$7,641.00",,,,"$7,641.00",,3.86%,3.86%,,,,3.86%,,"$1,562.60","$1,562.60",,,,"$1,562.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
